Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Country,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Reference (Max Age),Reference (Min Age),Excel ID (Max Age),Excel ID (Min Age),Query Minerals,# of Query Minerals at Locality
,,123508,"Argentera Massif, Gesso Valley, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,Autunite,1
,,29840,"Viribianc Peak, Castelmagno, Grana Valley, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
,,189862,"Colle Ciarbonet, Acceglio, Maira Valley, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
,,189876,"Montefallonio Prospect, Peveragno, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,Autunite,1
,,50390,"Sambuco Gramaccioliite Site (Sambuco “historical” Site), Sambuco, Stura Valley, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,Senaite,1
,,252092,"Crosa Mt., Vinadio, Stura Valley, Cuneo Province, Piedmont, Italy",Italy,,,,,,,,Autunite,1
,,2105,"Traversella Mine, Traversella, Chiusella Valley, Canavese District, Torino Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
,,2078,"Brosso Mine, Cálea, Léssolo, Canavese District, Torino Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
,,2083,"Locana, Orco Valley, Canavese District, Torino Province, Piedmont, Italy",Italy,,,,,,,,Euxenite-(Y),1
,,194823,"Roccia Rossa, Cesana Torinese, Susa Valley, Torino Province, Piedmont, Italy",Italy,,,,,,,,Senaite,1
,,189771,"Monte Seguret Mine, Oulx, Susa Valley, Torino Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
,,187732,"Signols Quarries, Signols, Oulx, Susa Valley, Torino Province, Piedmont, Italy",Italy,Continental Arc,,,,,,,Uraninite,1
,,188689,"Molaretto, Venaus, Susa Valley, Torino Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
,,246922,"Locatelli Quarry, Mount Camoscio, Oltrefiume, Baveno, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Uraninite,1
285,269,2103,"Seula Mine (ex Montecatini Quarry), Mount Camoscio, Oltrefiume, Baveno, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,2103,"Seula Mine (ex Montecatini Quarry), Mount Camoscio, Oltrefiume, Baveno, Verbano-Cusio-Ossola Province, Piedmont, Italy",AM84-782,AM84-782,Be-00011,Be-00011,Uraninite,1
238,212,55754,"Finero Ultramafic Complex (incl. Rio Creves), Different Municipalities, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,55754,"Finero Ultramafic Complex (incl. Rio Creves), Different Municipalities, Verbano-Cusio-Ossola Province, Piedmont, Italy",CM52_183,CM52_183,Bradley_2012_042,Bradley_2012_042,Uraninite,1
,,132752,"Beura Quarries, Beura-Cardezza, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Torbernite,1
,,269638,"Campaccio, Trontano, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Torbernite,1
,,179463,"Pizzo Ragno (Northern Slope), Alpe Campra (Campra), Antoliva Valley, Druogno, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Autunite,1
,,264009,"Pizzo Ragno (Eastern Slope), Basso Valley, Santa Maria Maggiore, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Autunite,1
,,263991,"Pioda Di Crana, Alpe I Motti, Val Di Crana, Toceno, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Uranopolycrase,1
36,30,25849,"Pizzo Marcio, Trontano, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,25849,"Pizzo Marcio, Trontano, Vigezzo Valley, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",CM52_183,CM52_183,Bradley_2012_026,Bradley_2012_026,Uranophane-α,1
,,13703,"Pianasca Quarry, Villadossola, Ossola Valley, Verbano-Cusio-Ossola Province, Piedmont, Italy",Italy,,,,,,,,Autunite,1
289.2,288.2,30503,"Punta De Su Seinargiu (Su Seinargiu; Su Senargiu), Sarroch, Cagliari Province, Sardinia, Italy",Italy,,30503,"Punta De Su Seinargiu (Su Seinargiu; Su Senargiu), Sarroch, Cagliari Province, Sardinia, Italy",MESD2003_247,MESD2003_247,Mo-00224,Mo-00224,Metatorbernite,1
,,55999,"S'Acqua Bona Mine, Fluminimaggiore, Carbonia-Iglesias Province, Sardinia, Italy",Italy,,,,,,,,Kasolite,1
300,300,55889,"Su Zurfuru Mine, Fluminimaggiore, Carbonia-Iglesias Province, Sardinia, Italy",Italy,,55889,"Su Zurfuru Mine, Fluminimaggiore, Carbonia-Iglesias Province, Sardinia, Italy",USGSOFR2009-1252,USGSOFR2009-1252,sedznpb-00274,sedznpb-00274,Saléeite,1
,,13707,"Furru E Conca Quarries, Calangianus, Olbia-Tempio Pausania Province, Sardinia, Italy",Italy,,,,,,,,Uranophane-α,1
,,22013,"Cala Francese Quarries, La Maddalena Island, La Maddalena, Olbia-Tempio Pausania Province, Sardinia, Italy",Italy,,,,,,,,Uraninite,1
,,57895,"Mt. Canu Quarries, Palau, Olbia-Tempio Pausania Province, Sardinia, Italy",Italy,,,,,,,,Uranophane-α,1
,,127333,"Priatu Quarries, Sant'Antonio Di Gallura, Olbia-Tempio Pausania Province, Sardinia, Italy",Italy,,,,,,,,Uranophane-α,1
260,260,123534,"Avelengo (Hafling), Adige Valley (Etsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Uraninite,1
260,260,123535,"Meltina (Molten), Adige Valley (Etsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Uraninite,1
260,260,123367,"Picco Dei Tre Signori (Dreiherren Peak), Aurina Valley (Ahrnbach Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Uraninite,1
260,260,69416,"Vedetta Alta (Hochwart), Ultimo Valley (Ulten Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Uraninite,1
260,260,123236,"Avigna Valley, Senales Valley (Schnals Valley), Venosta Valley, Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Uraninite,1
260,260,224837,"Arzwände, Vizze Pass (Pfitsch Pass; Pfitscher Joch), San Giacomo (Sankt Jakob), Vizze Valley (Pfitsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Euxenite-(Y),1
260,260,123332,"Croda Alta (Grawandkofel), Vizze Pass (Pfitsch Pass; Pfitscher Joch), San Giacomo (Sankt Jakob), Vizze Valley (Pfitsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Euxenite-(Y),1
260,260,224840,"Wind Valley (Windtal), Vizze Pass (Pfitsch Pass; Pfitscher Joch), San Giacomo (Sankt Jakob), Vizze Valley (Pfitsch Valley), Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,21408,"Bolzano Province (South Tyrol), Trentino-Alto Adige (Trentino-Südtirol), Italy",USGSOFR03_107,USGSOFR03_107,sedcu-00462,sedcu-00462,Meta-autunite,1
,,31021,"Mulazzo Mt. (Mulatto Mt.), Predazzo, Fiemme Valley, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Uraninite,1
,,262776,"Algone Valley Uranium Prospects, Comano Terme & Stenico, Algone Valley (Dalgone Valley), Giudicarie Valleys, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Uraninite,1
,,262800,"Val Di Fumo Uranium Occurrences, Fumo Valley, Daone Valley, Daone, Chiese Valley, Giudicarie Valleys, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Uraninite,1
,,262791,"Malmarone Uranium Prospect, Sorino Valley, Darzo, Storo, Chiese Valley, Giudicarie Valleys, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Uraninite,1
0,0,29932,"Rendena Valley Uranium Prospects, Bocenago & Spiazzo, Rendena Valley, Giudicarie Valleys, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,AM102_595,AM102_595,Anthropocene-033,Anthropocene-033,Marécottite,1
,,126138,"Cima D'Asta-Campo Regana, Lagorai Group, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Uranophane-α,1
,,126155,"San Romedio Mine, Mollaro, Taio, Non Valley, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Uraninite,1
,,56960,"Malga Garbella Di Sotto, Ceresè, Rabbi, Rabbi Valley, Sole Valley, Trento Province, Trentino-Alto Adige (Trentino-Südtirol), Italy",Italy,,,,,,,,Autunite,1
,,54870,"Lazzaretto, Giglio Island, Grosseto Province, Tuscany, Italy",Italy,,,,,,,,Uraninite,1
8,6,189553,"Masso Foresi, Fonte Del Prete, San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",Italy,,7681,"Fonte Del Prete, San Piero In Campo, Campo Nell'Elba, Elba Island, Livorno Province, Tuscany, Italy",CM52_183,CM52_183,Bradley_2012_023,Bradley_2012_023,Zeunerite,1
27,8,22997,"Monte Arsiccio Mine, Sant'Anna Di Stazzema, Stazzema, Apuan Alps, Lucca Province, Tuscany, Italy",Italy,,2165,"Buca Della Vena Mine, Ponte Stazzemese, Stazzema, Apuan Alps, Lucca Province, Tuscany, Italy",EJM7_417,EJM7_417,Hg-00019,Hg-00019,Mapiquiroite,1
,,2147,"Carrara, Apuan Alps, Massa-Carrara Province, Tuscany, Italy",Italy,,,,,,,,Brannerite,1
,,4360,"Fantiscritti Quarry, Carrara, Apuan Alps, Massa-Carrara Province, Tuscany, Italy",Italy,,,,,,,,Uraninite,1
65,2.58,8242,"Gioia Quarries, Casette, Massa, Apuan Alps, Massa-Carrara Province, Tuscany, Italy",Italy,,8242,"Gioia Quarries, Casette, Massa, Apuan Alps, Massa-Carrara Province, Tuscany, Italy",AM86_1293,AM86_1293,Michelle_0046,Michelle_0046,Uraninite,1
,,13716,"Contrada Cortiana, Valli Del Pasubio, Vicenza Province, Veneto, Italy",Italy,,,,,,,,Zeunerite,1
,,263345,"Higashihazu, Nishio City, Aichi Prefecture, Chubu Region, Honshu Island, Japan",Japan,,,,,,,,Autunite,1
66.8,61.6,7032,"Hirukawa, Nakatsugawa City, Gifu Prefecture, Chubu Region, Honshu Island, Japan",Japan,,6411,"Ebisu Mine, Hirukawa, Nakatsugawa City, Gifu Prefecture, Chubu Region, Honshu Island, Japan",EG69_1207,EG69_1207,Kristen001936,Kristen001936,Samarskite-(Y),1
66.8,61.6,50993,"Tawara (Tahara), Hirukawa, Nakatsugawa City, Gifu Prefecture, Chubu Region, Honshu Island, Japan",Japan,,6411,"Ebisu Mine, Hirukawa, Nakatsugawa City, Gifu Prefecture, Chubu Region, Honshu Island, Japan",EG69_1207,EG69_1207,Mo-00083,Mo-00083,Torbernite,1
,,108134,"Naegi District (Naegi Pegmatite District), Nakatsugawa City, Gifu Prefecture, Chubu Region, Honshu Island, Japan",Japan,,,,,,,,Samarskite-(Y),1
,,108154,"Takayama, Nakatsugawa City, Gifu Prefecture, Chubu Region, Honshu Island, Japan",Japan,,,,,,,,Samarskite-(Y),1
,,123513,"Hataga Pegmatite, Hataga, Hiroshima City, Hiroshima Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,,,,,,,Kobeite-(Y),1
,,40407,"Setagawa, Hiroshima City, Hiroshima Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,,,,,,,Kobeite-(Y),1
84.7,46.5,144102,"Higashiyama Mine, Daito, Unnan City, Shimane Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,19893,"Tsumo Mine, Masuda, Shimane Prefecture, Chugoku Region, Honshu Island, Japan",EG69_1207,GCA60_3151,Kristen001925,Mo-00458,Metaschoepite,1
,,289610,"Mitokusan, Tottori Prefecture, Chugoku Region, Honshu Island, Japan",Japan,,,,,,,,Ningyoite,1
,,53662,"Yukiiri, Chiyoda-machi, Kasumigaura City, Ibaraki Prefecture, Kanto Region, Honshu Island, Japan",Japan,,,,,,,,Torbernite,1
,,108153,"Yamanoo, Makabe-machi, Makabe-gun, Ibaraki Prefecture, Kanto Region, Honshu Island, Japan",Japan,,,,,,,,Samarskite-(Y),1
63.5,22.3,2198,"Kaso Mine, Kanuma City, Tochigi Prefecture, Kanto Region, Honshu Island, Japan",Japan,,143339,"Kanuma City, Tochigi Prefecture, Kanto Region, Honshu Island, Japan",GCA60_3151,GCA60_3151,Mo-00336,Mo-00337,Uraninite,1
,,40525,"Kakinoki Mine, Inagawa-cho, Kawabe-gun, Hyogo Prefecture, Kinki Region, Honshu Island, Japan",Japan,,,,,,,,Torbernite,1
,,157497,"Otsu City, Shiga Prefecture, Kinki Region, Honshu Island, Japan",Japan,,,,,,,,Soddyite,1
,,108221,"Suishodani, Tanakami-yama (Tanokami-yama), Otsu City, Shiga Prefecture, Kinki Region, Honshu Island, Japan",Japan,,,,,,,,Yttrotantalite-(Y),1
,,108717,"Ishikawa District (Ishikawa Pegmatite District), Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Autunite,1
,,29032,"Nekonaki Pegmatite, Ishikawa-gun, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Euxenite-(Y),1
,,190889,"Wagu Pegmatite, Ishikawa-gun, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Ishikawaite,1
,,185308,"Mujinamori, Sukagawa City, Fukushima Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Yttrotantalite-(Y),1
,,12391,"Kamaishi Mine, Kamaishi City, Iwate Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Uraninite,1
201,145,16999,"Noda-Tamagawa Mine, Noda-mura, Kunohe-gun, Iwate Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,2200,"Funakozawa Mine, Ono, Hirono-cho, Kunohe-gun, Iwate Prefecture, Tohoku Region, Honshu Island, Japan",CGSSWAN3_33,CGSSWAN3_33,Scott-CGSSWAN3_33-0001,Scott-CGSSWAN3_33-0001,Uraninite,1
,,186176,"Nakataki, Tono City, Iwate Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Euxenite-(Y),1
180,134.5,66901,"Matsuiwa Mine (Kohoku Mine), Kesennuma City, Miyagi Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,188194,"Kesennuma City, Miyagi Prefecture, Tohoku Region, Honshu Island, Japan",GCA60_3151,GCA60_3151,Mo-00394,Mo-00392,Uraninite,1
,,108142,"Ogunimachi, Yamagata Prefecture, Tohoku Region, Honshu Island, Japan",Japan,,,,,,,,Autunite,1
92.3,86.5,186433,"Mitoko Pegmatite, Itoshima-gun, Fukuoka Prefecture, Kyushu Region, Japan",Japan,,40458,"Fukuoka Prefecture, Kyushu Region, Japan",GCA60_3151,GCA60_3151,Mo-00243,Mo-00243,Torbernite,1
,,132457,"Futago Island (Futagojima), Sato-mura, Koshiki Archipelago, Satsumasendai City, Kagoshima Prefecture, Kyushu Region, Japan",Japan,,,,,,,,Brannerite,1
,,186797,"Takachiho Mine (Takachiho Silica Mine), Hinokage-cho, Miyazaki Prefecture, Kyushu Region, Japan",Japan,,,,,,,,Kobeite-(Y),1
,,132923,"Cape Ashizuri (Ashizurimisaki), Tosashimizu City, Kochi Prefecture, Shikoku Island, Japan",Japan,,,,,,,,Samarskite-(Y),1
,,221259,"Balkashinskoye Mine, Balkashinskoye Uranium Ore Field, Balkashino, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221265,"Dergachevskoye Mine, Balkashinskoye Uranium Ore Field, Balkashino, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221261,"Tushinskoye U-Mo Deposit, Balkashinskoye Uranium Ore Field, Balkashino, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221260,"Vostok Mine, Balkashinskoye Uranium Ore Field, Balkashino, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221264,"Zvezdnoye Mine, Balkashinskoye Uranium Ore Field, Balkashino, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221287,"Koksengirsky Uranium Ore Field (Zaozernoye), Enbekshil'derskoye (Yenbekshil'derskiy), Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Brannerite,1
,,221289,"Koksorskoye U Deposit, Koksengirsky Uranium Ore Field (Zaozernoye), Enbekshil'derskoye (Yenbekshil'derskiy), Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221288,"Tastykolskoye Mine, Koksengirsky Uranium Ore Field (Zaozernoye), Enbekshil'derskoye (Yenbekshil'derskiy), Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221295,"Manybaysky Uranium Ore Field, Stepnogorsk, Akmola Province (Aqmola Oblysy; Akmolinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Brannerite,1
,,208053,"Kuraili, Martuk District, Aktobe Province (Aqtöbe Oblysy; Aktubinskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Carnotite,1
,,19411,"Kendyktas Mts, Sarkand Audany, Chu-Ili Mts, Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Strelkinite,1
416,359,19410,"Basaral Occurrence, Bota-Burum U Deposit, Lake Alakol (Lake Aaköl), Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan",Kazakhstan,,18440,"Bota-Burum U Deposit, Lake Alakol (Lake Aaköl), Almaty Province (Almaty Oblysy; Almati Oblast'), Kazakhstan",DES407_290,DES407_290,Mo-00160,Mo-00160,Strelkinite,1
272,247,18519,"Verkhnee Espe Massif (Verkhnee Espe Deposit), Akzhaylyautas Mts (Akzhailyautas Mts; Akjaylautas Mts; Akzhalautas Mts), Tarbagatai Range, Eastern Kazakhstan Province (Shyghys Qazaqstan Oblysy; Vostochno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,18519,"Verkhnee Espe Massif (Verkhnee Espe Deposit), Akzhaylyautas Mts (Akzhailyautas Mts; Akjaylautas Mts; Akzhalautas Mts), Tarbagatai Range, Eastern Kazakhstan Province (Shyghys Qazaqstan Oblysy; Vostochno-Kazakhstanskaya Oblast'), Kazakhstan",BTSNUKG68_55,BTSNUKG68_55,Alexandra-0202,Alexandra-0202,Euxenite-(Y),1
,,23268,"U-Mo Occurrence, Shunak Mts, Mointy Railway Station, Mointy (Moyynty), Balkhash Region (Balqash; Karatas; Prebalkhashie), Karagandy Province (Qaragandy Oblysy; Karaganda Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Iriginite,1
,,106021,"Beqtau-Ata (Bektau-Ata; Bektan-Ata), Karagandy Province (Qaragandy Oblysy; Karaganda Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Davidite-(La),1
,,221256,"Dubrovskoye U Deposit, Chistopolsky Uranium Ore Field, Chistopol'ye, Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,221280,"Glubinnoye U Deposit, Shatsky Uranium Ore Field, Leningradskoye, Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Coffinite,1
,,221279,"Shatskoye-2 U Deposit, Shatsky Uranium Ore Field, Leningradskoye, Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Coffinite,1
,,221251,"Shokhpak Mine, Ishimsky Uranium Ore Field, Razgul'noye (Priishimskiy), Northern Kazakhstan Province (Soltüstik Qazaqstan Oblysy; Severo-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Uraninite,1
,,2223,"Kurumsak V Deposit, Aksumbe, Karatau Range, Southern Kazakhstan Province (Ongtüstik Qazaqstan Oblysy; Yuzhno-Kazakhstanskaya Oblast'), Kazakhstan",Kazakhstan,,,,,,,,Carnotite,1
,,204199,"Tura Dukas, Rift Valley Province, Kenya",Kenya,,,,,,,,Euxenite-(Y),1
359,267,2647,"Fergana Valley, Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",Kyrgyzstan,,19840,"Kara-Chagyr Mountain, Fergana, Fergana Valley, Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",ZVMO133_59,,Alexandra-0088,Hg-00043,Strelkinite,1
,,20410,"Zelenaya Cave, Tyuya-Muyun Cu-V-U Deposit (Radium Mine), Alai Range (Alay Range), Osh Oblast, Kyrgyzstan",Kyrgyzstan,,,,,,,,Tyuyamunite,1
,,133034,"Ampanobe Pegmatite, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,192303,"Ankazotsifantatra Pegmatite, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,206808,"Antsatrana Pegmatite, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,208139,"Bevony, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,192305,"Tsarasaotra Pegmatite (Tsaratsaotra Pegmatite), Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,108306,"Tsinamo Pegmatite, Ankazobe District, Analamanga Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,208165,"Kinjabe, Tsiroanomandidy District, Bongolava Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Autunite,1
,,191985,"Ambatoasana, Soavinandriana District, Itasy Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,192343,"Ambodivoandelaka, Ankisabe Commune, Soavinandriana District, Itasy Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,133032,"Fiadanana Pegmatite (Fiadana Pegmatite), Soavinandriana District, Itasy Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,133063,"Ampasipoana Pegmatite, Mahavelona Commune, Soavinandriana District, Itasy Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Samarskite-(Y),1
,,208190,"Pilina Lake Area, Soavinandriana District, Itasy Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,133030,"Samaha Pegmatite, Tamponala Commune, Soavinandriana District, Itasy Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,192909,"Ampantaka, Antsirabé 2 District, Vakinankaratra Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,208160,"Inanatonana, Ambohimasina Commune, Betafo District, Vakinankaratra Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Euxenite-(Y),1
,,122284,"Lohavalala Pegmatite, Ambohimasina Commune, Betafo District, Vakinankaratra Region, Antananarivo Province, Madagascar",Madagascar,,,,,,,,Samarskite-(Y),1
