#,Name,Mineral Name (plain),rank,IMA Formula,IMA Validity,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,U redox,localities,localities (corrected any < 10),Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",H atoms,A. Min. cif,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,avg hard,topology,anion topology,structure,pdf of Journal,Xstal data from mindat,structure type,a,b,c,α,β,γ,volume,crystal system,point group,space group,multiplicity,lattice,delta-Gf,delta-Hf,delta-Sf,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID,Ruff locality link,Mindat locality link
227,Uranophane-α,Uranophane-alpha,,Ca(UO2)2(SiO3OH)2·5H2O,G,Ca^2+^(U^6+^O_2_)_2_(Si^4+^O_3_OH)_2_·5H_2_O,2,Ca U Si O H,5,6,853,853,4531,72,0,0,1,0,1,,46,3.567,164.084,0.646,0,1,63029,,,1,yellow,2,2.0-3,2.5,sheet,,,Y,N,,6.670,15.62,6.985,90,90,97.3,735.700,monoclinic,2/m,P21/b,,P,,,,3411,225391,165,472,"Paulding Uranium Prospect, Watersmeet, Gogebic Co., Michigan, USA","46.35579,-89.17905",GSA182_125,Kaitlynn000242,http://rruff.info/mineral_list/locality.php?mineral_name=Uranophane-alpha,https://www.mindat.org/min-4107.html
228,Uranophane-β,Uranophane-beta,,Ca(UO2)2(SiO3OH)2·5H2O,G,Ca^2+^(U^6+^O_2_)_2_(Si^4+^O_3_OH)_2_·5H_2_O,2,Ca U Si O H,5,6,0,132,4532,72,0,0,1,0,1,,88,4.459,392.43,0.69,0,1,202113,,,0.005,yellow,2,2.5-3,2.75,sheet,,,Y,N,,13.947,15.465,6.626,90,91.300,90,1428.796,monoclinic,2/m,P21/a,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Uranophane-beta,https://www.mindat.org/min-4106.html
229,Uranopilite,Uranopilite,,(UO2)6(SO4)O2(OH)6·14H2O,G,(U^6+^O_2_)_6_S^6+^O_4_O_2_(OH)_6_·14H_2_O,2,U S O H,4,6,88,88,4533,"72,89",0,0,1,0,1,,90,5.492,494.267,0.846,0,1,,,,0.0005,yellow,7,,,chain,,,Y,N,,8.896,14.029,14.339,96.61,98.472,99.802,1726.032,triclinic,-1,P-1,,P,,,,1850,623,36,116,"Goldfields District, Beaverlodge Lake Area, Saskatchewan, Canada","59.46,-108.4925",,Hg-00086,http://rruff.info/mineral_list/locality.php?mineral_name=Uranopilite,https://www.mindat.org/min-4108.html
230,Uranosilite,Uranosilite,,(UO2)Si7O15,A,(U^6+^O_2_)Si^4+^_7_O_15_,4,U Si O,3,6,2,2,4535,72,0,0,1,0,1,,,,,,,0,,,,,yellow,2,,,,,,Requested,Y,,11.6,14.68,12.83,90,90,90,2184.8,orthorhombic,"222,2/m2/m2/m,2/m2/m2/m","P221 21,Pmmb,Pmcb",,P,,,,313,1777,1,5,"Krunkelbach Valley Uranium Deposit, Menzenschwand, Black Forest, Baden-Württemberg, Germany","47.83889,8.04889",EJM21_817,Pfaff2009tbl06-01,http://rruff.info/mineral_list/locality.php?mineral_name=Uranosilite,https://www.mindat.org/min-4110.html
231,Uranospathite,Uranospathite,,"(Al,☐)(UO2)2F(PO4)2·20H2O",G,"(Al,[box])(U^6+^O_2_)_2_F^1-^(P^5+^O_4_)_2_·20(H_2_O,F)",2,Al U P O F H,6,6,20,20,4536,72,0,0,1,0,1,,76,4.301,326.842,0.688,0,1,,,,0.001,yellow,,2-2.5,2.25,sheet,,,Y,N,,30.020,7.0084,7.0492,90,90,90,1483.097,orthorhombic,mm2,Pnn2,,P,,,,313,1777,3,18,"Krunkelbach Valley Uranium Deposit, Menzenschwand, Black Forest, Baden-Württemberg, Germany","47.83889,8.04889",EJM21_817,Pfaff2009tbl06-01,http://rruff.info/mineral_list/locality.php?mineral_name=Uranospathite,https://www.mindat.org/min-4111.html
232,Uranosphaerite,Uranosphaerite,,Bi(UO2)O2(OH),G,Bi^3+^(U^6+^O_2_)O_2_(OH),4,Bi U O H,4,6,17,17,4537,72,0,0,1,0,1,,28,2.807,78.606,0.584,0,1,,,,0.0005,yellow-orange,11,2.0-3,2.5,sheet,,,Y,N,,7.559,7.811,7.693,90,92.88,90,453.647,monoclinic,2/m,P21/n,,P,,,,725,69697,7,31,"Horní Halže, Klášterec Nad Ohří, Krušné Hory Mts (Erzgebirge), Ústí Region, Bohemia (Böhmen; Boehmen), Czech Republic","50,13",NJMA187_289,Kristen001373,http://rruff.info/mineral_list/locality.php?mineral_name=Uranosphaerite,https://www.mindat.org/min-4112.html
233,Uranospinite,Uranospinite,,Ca(UO2)2(AsO4)2·10H2O,G,Ca^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O,4,Ca U As O H,5,6,49,49,4538,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow,8,2.0-3,2.5,sheet,,,Y,N,,14.35,20.66,7.17,90,90,90,2125,orthorhombic,2/m2/m2/m,Pnma,,P,,,,1180,3948,23,94,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA","41.08361,-74.60472",USGSOFR2009-1252,sedznpb-00491,http://rruff.info/mineral_list/locality.php?mineral_name=Uranospinite,https://www.mindat.org/min-4113.html
234,Uranotungstite,Uranotungstite,,Fe(UO2)2(WO4)(OH)4·12H2O,A,Fe^2+^(U^6+^O_2_)_2_W^6+^O_4_(OH)_4_·12H_2_O,2,Fe U W O H,5,6,5,5,4539,72,0,0,1,0,1,,,,,,,0,,,,0.0003,yellow,6,2,2,,,,Requested,Y,,9.22,13.81,7.17,90,90,90,912.94,orthorhombic,"2/m2/m2/m,mm2,222","Pmmm,Pmm2,P222",,P,,,,387,1782,3,12,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.38333,8.24639",EJM21_817,EJM21_817tbl02-00027,http://rruff.info/mineral_list/locality.php?mineral_name=Uranotungstite,https://www.mindat.org/min-4115.html
235,Ursilite,Ursilite,,Mg4(UO2)2(Si2O5)5.5(OH)5·13H2O,G,Mg^2+^_4_(U^6+^O_2_)_4_(Si^4+^_2_O_5_)_5.5_(OH)_5_·13H_2_O,6,Mg U Si O H,5,6,4,4,5355,72,0,0,1,0,1,,,,,,,0,,,,,yellow,2,2.0-3,2.5,,,,Requested,Y,Ursilite,11.6,14.68,12.83,90,90,90,2184.8,orthorhombic,,,,,,,,359,3241,1,9,"Darai-Pioz Glacier (Dara-i-Pioz; Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Region Of Republican Subordination, Tajikistan","39.46667,70.70000",USGSOFR02_189,ree-00615,http://rruff.info/mineral_list/locality.php?mineral_name=Ursilite,https://www.mindat.org/min-4119.html
236,Uvanite,Uvanite,,(UO2)2V5+6O17·15H2O (?),Q,U^6+^_2_V^5+^_6_O_21_·15H_2_O,,U V O H,4,6,9,9,4550,72,0,0,1,0,1,,,,,,,0,,,,,brown-yellow,,,,,,,Y,N,,,,,,,,,orthorhombic,,,,,,,,13,19321,0,5,"Temple Mountain, San Rafael District (San Rafael Swell), Emery Co., Utah, USA","38.68858,-110.68182",GSAB100_1069,GSAB100_1069_tbl1_text,http://rruff.info/mineral_list/locality.php?mineral_name=Uvanite,https://www.mindat.org/min-4124.html
237,Vandenbrandeite,Vandenbrandeite,,Cu(UO2)(OH)4,G,Cu^2+^U^6+^O_2_(OH)_4_,2,Cu U O H,4,6,9,10,4563,72,0,0,1,0,1,,16,3,48,0.75,0,1,1041,,,1,dark green,2,4,4,sheet,,,N,N,,7.855,5.449,6.089,91.44,101.9,89.2,254.929,triclinic,-1,P-1,,P,,,,675,4332,8,22,"Luiswishi Mine, Lubumbashi (Elizabethville), Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.51318,27.43668",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Vandenbrandeite,https://www.mindat.org/min-4144.html
238,Vandendriesscheite,Vandendriesscheite,,Pb1.6(UO2)10O6(OH)11·11H2O,G,Pb^2+^_1.6_(U^6+^O_2_)_10_O_6_(OH)_11_·11H_2_O,8,Pb U O H,4,6,50,50,4564,72,0,0,1,0,1,,480,5.907,2835.31,0.663,0,1,77514,,,,orange-amber,3,3,3,sheet,,,Y,N,,14.1165,41.378,14.5347,90,90,90,8489.900,orthorhombic,2/m2/m2/m,Pbca,,P,,,,1710,4121,18,72,"Tin Mountain Mine, Fourmile, Custer District, Custer Co., South Dakota, USA","43.74694,-103.72056",GCA51_1101,Scott-GCA51_1101-0001,http://rruff.info/mineral_list/locality.php?mineral_name=Vandendriesscheite,https://www.mindat.org/min-4145.html
239,Vanmeersscheite,Vanmeersscheite,,U(UO2)3(PO4)2(OH)6·4H2O,A,U^6+^(U^6+^O_2_)_3_(P^5+^O_4_)_2_(OH)_6_·4H_2_O,4,U P O H,4,6,7,8,4565,72,0,0,1,0,1,,104,4.893,508.846,0.73,0,1,,,,0.0004,yellow,2,,,framework,,,Requested,N,,17.06,16.76,7.023,90,90,90,2008.055,orthorhombic,mm2,P21mn,,P,,,,975.3,4313,4,18,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.08333,27.13333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Vanmeersscheite,https://www.mindat.org/min-4147.html
240,Vanuralite,Vanuralite,,Al(UO2)2(VO4)2(OH)·11H2O,A,Al^3+^(U^6+^O_2_)_2_(V^5+^O_4_)_2_(OH)·11H_2_O,4,Al U V O H,5,6,3,3,4568,72,0,0,1,0,1,,,,,,,0,,,,0.003,yellow,,2,2,,,,Y,N,,10.55,8.44,24.52,90,103,90,2127.35,monoclinic,2/m,A2/a,,A,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Vanuralite,https://www.mindat.org/min-4152.html
241,Vapnikite,Vapnikite,,Ca2CaUO6,A,Ca^2+^_3_U^6+^O_6_,2,Ca U O,3,6,3,3,6241,89?,1,0,1,0,1,,24,2.752,66.039,0.6,0,1,,,,0.00003,yellow-brown,2,5,5,framework,,,Y,N,Perovskite,5.739,5.951,8.312,90,90.4,90,283.871,monoclinic,2/m,P21/n,,P,,,,354,204866,2,13,"Seekante, Mayener Feld, Southern Lava Flow, Bellerberg Volcano, Ettringen, Mayen, Eifel, Rhineland-Palatinate, Germany","50.3330555556, 7.24916666667",,Hg-00059,http://rruff.info/mineral_list/locality.php?mineral_name=Vapnikite,https://www.mindat.org/min-45941.html
242,Vochtenite,Vochtenite,,Fe2+Fe3+(UO2)4(PO4)4(OH)·12-13H2O,A,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(P^5+^O_4_)_4_(OH)·12-13H_2_O,,Fe U P O H,5,6,5,7,4617,72,0,0,1,0,1,,,,,,,0,,,,0.001,brown,1,2.5,2.5,,,,Y,N,,12.606,19.99,9.99,90,102.31,90,2458.37,monoclinic,,,,,,,,270,777,1,6,"Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.36611,12.92333",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Vochtenite,https://www.mindat.org/min-4197.html
243,Voglite,Voglite,,Ca2Cu(UO2)(CO3)4·6H2O,G,Ca^2+^_2_Cu^2+^(U^6+^O_2_)(C^4+^O_3_)_4_·6H_2_O,16,Ca Cu U C O H,6,6,7,8,4619,72,0,0,1,0,1,,,,,,,0,,,,0.0003,green,6,,,,,,Y,N,,25.97,24.5,10.7,90,104,90,6605.81,monoclinic,"2,2/m","P21,P21/m",,P,,,,367,4042,2,10,"Mitchell Co., North Carolina, USA","35.91667,-82.06639",CM52_183,Bradley_2012_164,http://rruff.info/mineral_list/locality.php?mineral_name=Voglite,https://www.mindat.org/min-4199.html
244,Vorlanite,Vorlanite,,CaUO4,A,Ca^2+^U^6+^O_4_,2,Ca U O,3,6,5,5,5759,"31,89?",1,0,1,0,1,,3,0.918,2.755,0.579,0,1,,,,0.0003,black,,4.0-5,4.5,framework,,,Y,N,Fluorite,5.3647,5.3647,5.3647,90,90,90,154.396,cubic,4/m-32/m,Fm-3m,,F,,,,33.9,17024,3,21,"Mun. De Aldama, Chihuahua, Mexico","28,-106",USGSOFR2009-1252,sedznpb-00315,http://rruff.info/mineral_list/locality.php?mineral_name=Vorlanite,https://www.mindat.org/min-39569.html
245,Vyacheslavite,Vyacheslavite,,U4+(PO4)(OH)·2.5H2O,A,U^4+^P^5+^O_4_(OH)·2.5H_2_O,6,U P O H,4,4,8,8,4634,72,0,0,1,0,1,,,,,,,0,,,,,green,11,,,,,,N,Y,,6.96,9.1,12.38,90,90,90,784.1,orthorhombic,"2/m2/m2/m,mm2,mm2","Cmcm,Cmc21,C2cm",,C,,,,387,1782,3,13,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.38333,8.24639",EJM21_817,EJM21_817tbl02-00027,http://rruff.info/mineral_list/locality.php?mineral_name=Vyacheslavite,https://www.mindat.org/min-4218.html
246,Vysokýite,Vysokyite,,U4+[AsO2(OH)2]4∙4H2O,A,U^4+^[As^5+^O_2_(OH)_2_]_4_·4H_2_O,2,U As O H,4,4,1,1,6131,"72,78",0,0,1,0,1,,,,,,,0,,,,0.008,green,2,2,2,chain,,,Y,N,,10.749,5.044,19.1778,89.872,121.534,76.508,852.1,triclinic,-1,P-1,,P,,,,0,188817,1,8,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.37250,12.91167",AM102_595,Anthropocene-053,http://rruff.info/mineral_list/locality.php?mineral_name=Vysokyite,https://www.mindat.org/min-43595.html
247,Walpurgite,Walpurgite,,Bi4O4(UO2)(AsO4)2·2H2O,G,Bi^3+^_4_O_4_(U^6+^O_2_)(As^5+^O_4_)_2_·2H_2_O,1,Bi U As O H,5,6,36,36,4653,72,0,0,1,0,1,,23,3.567,82.042,0.789,0,1,31266,,,0.006,yellow,3,3.5,3.5,chain,,,Y,N,,7.135,10.426,5.494,101.47,110.82,88.20,374.036,triclinic,-1,P-1,,P,,,,387,1782,25,67,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.38333,8.24639",EJM21_817,EJM21_817tbl02-00027,http://rruff.info/mineral_list/locality.php?mineral_name=Walpurgite,https://www.mindat.org/min-4238.html
248,Weeksite,Weeksite,,(K)2(UO2)2(Si5O13)·4H2O,A,K_2_(U^6+^O_2_)_2_(Si^4+^_5_O_13_)·4H_2_O,4,K U Si O H,5,6,42,42,4667,"53,72",0,0,1,0,1,,59,4.154,245.076,0.706,0,1,100771,,,,yellow,8,1.0-2,1.5,framework,,,Y,N,,14.1957,14.2291,9.6305,90,111.578,90,1808.954,monoclinic,2/m,C2/m,,C,,,,1257,10113,7,42,"Sherrer Quarry (C.K. Williams & Co. Quarry; Williams Quarry), C.K. Williams Quarry Complex (Williams And Company Rock Quarry), Chestnut Hill (College Hill; Lafayette Hill; Mount Lafayette; Paxinosa Ridge), Easton, Northampton Co., Pennsylvania, USA","40.71907,-75.19199",GSAM206_307,Kristen001410,http://rruff.info/mineral_list/locality.php?mineral_name=Weeksite,https://www.mindat.org/min-4255.html
249,Wetherillite,Wetherillite,,Na2Mg(UO2)2(SO4)4∙18H2O,A,Na_2_Mg^2+^(U^6+^O_2_)_2_(S^6+^O_4_)_4_·18H_2_O,2,Na Mg U S O H,6,6,2,2,6340,"72,76",0,0,1,0,1,,,,,,,0,,,,0.001,greenish-yellow,2,2,2,sheet,,,Y,N,,20.367,6.8329,12.903,90,107.879,90,1709,monoclinic,2/m,P21/c,,P,,,,0,38665,2,7,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.55724,-110.29684",AM102_595,Anthropocene-055,http://rruff.info/mineral_list/locality.php?mineral_name=Wetherillite,https://www.mindat.org/min-46421.html
250,Widenmannite,Widenmannite,,Pb2(OH)2[(UO2)(CO3)2],A,Pb^2+^_2_U^6+^O_2_(C^4+^O_3_)_2_(OH)_2_,2,Pb U C O H,5,6,9,8,4695,72,0,0,1,0,1,,92,3.567,328.168,0.547,0,1,,,,,yellow,7,2,2,chain,,,Y,N,,4.9770,9.3869,8.9597,90,90,90,418.585,orthorhombic,2/m2/m2/m,Pmmn,,P,,,,348.5,245583,3,12,"Jánská Vein, Březové Hory Deposit, Březové Hory Ore Region (Birkenberg), Příbram, Central Bohemia Region, Bohemia (Böhmen; Boehmen), Czech Republic","49,13",JG54_1,JG54_1-00004,http://rruff.info/mineral_list/locality.php?mineral_name=Widenmannite,https://www.mindat.org/min-4285.html
251,Wölsendorfite,Wolsendorfite,,Pb7(UO2)14O19(OH)4·12H2O,G,Pb^2+^_7_(U^6+^O_2_)_14_O_19_(OH)_4_·12H_2_O,8,Pb U O H,4,6,43,43,4718,72,0,0,1,0,1,,336,5.714,1919.82,0.681,0,1,,,,0.004,orange-red,4,5,5,sheet,,,Y,N,Wölsendorfite,14.131,13.885,55.969,90,90,90,10981.618,orthorhombic,2/m2/m2/m,Cmcm,,C,,,,1870,14290,17,82,"Nilsby, Torsby, Värmland, Sweden","60,12",MD29_150,MD29_150_Berglagen,http://rruff.info/mineral_list/locality.php?mineral_name=Wolsendorfite,https://www.mindat.org/min-4308.html
252,Wyartite,Wyartite,,CaU5+(UO2)2(CO3)O4(OH)·7H2O,A,CaU^5+^(U^6+^O_2_)_2_(C^4+^O_3_)O_4_(OH)·7H_2_O,4,Ca U C O H,5,6,3,4,4731,72,0,0,1,0,1,,336,3.821,320.955,0.598,0,1,,,,0.003,black,2,3.0-4,3.5,sheet,,,Y,N,,11.2610,7.0870,16.8359,90,90,90,1343.618,orthorhombic,2/m2/m2/m,Pmcn,,P,,,,1757,41442,2,11,"Ranger No. 1 Deposit (Ranger No. 1 Pit), Ranger Mine (Ranger Uranium Mine), Kakadu, West Arnhem Region, Northern Territory, Australia","-12.6833333333, 132.916666667",EG82_857,EG82_857-1,http://rruff.info/mineral_list/locality.php?mineral_name=Wyartite,https://www.mindat.org/min-4319.html
253,Xiangjiangite,Xiangjiangite,,Fe3+(UO2)4(PO4)2(SO4)2(OH)·22H2O,A,Fe^3+^(U^6+^O_2_)_4_(P^5+^O_4_)_2_(S^6+^O_4_)_2_(OH)·22H_2_O,,Fe U P S O H,6,6,1,1,4739,72,0,0,1,0,1,,,,,,,0,,,,,yellow,7,1.0-2,1.5,,,,N,Lauf book,,7.17,7.17,22.22,90,90,90,1142.31,tetragonal,,,,,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Xiangjiangite,https://www.mindat.org/min-4334.html
254,Yingjiangite,Yingjiangite,,K2Ca(UO2)7(PO4)4(OH)6·6H2O,A,K_2_Ca^2+^(U^6+^O_2_)_7_(P^5+^O_4_)_4_(OH)_6_·6H_2_O,4,K Ca U P O H,6,6,9,10,4759,72,0,0,1,0,1,,,,,,,0,,,,0.00015,yellow,3,3.0-4,3.5,,,,Y,Y,Phosphuranylite,15.707,17.424,13.692,90,90,90,3747.21,orthorhombic,2/m2/m2/m,Cmcm,,C,,,,310,108723,3,17,"Schaar Shaft, Johanngeorgenstadt, Johanngeorgenstadt District, Erzgebirge, Saxony, Germany","50.435555555556,12.706666666667",BOOK_MPLMEV_2008,Alexandra-0429,http://rruff.info/mineral_list/locality.php?mineral_name=Yingjiangite,https://www.mindat.org/min-4362.html
255,Zellerite,Zellerite,,Ca(UO2)(CO3)2·5H2O,A,Ca^2+^(U^6+^O_2_)(C^4+^O_3_)_2_·5H_2_O,4,Ca U C O H,5,6,14,14,4793,72,0,0,1,0,1,,,,,,,0,,,,0.005,yellow,9,2,2,,,,Y,N,,11.22,19.252,4.933,90,90,90,,orthorhombic,"2/m2/m2/m,mm2","Pmmm,Pmn21",,P,,,,356,12451,7,29,"Belorechenskoe Deposit (Belorechenskoye; Dakhovskoe; Belaya Rechka), Adygea Republic (Adygeya), Northern Caucasus Region, Russia","44.15389,40.18028",DES416_1018,Alexandra-0074,http://rruff.info/mineral_list/locality.php?mineral_name=Zellerite,https://www.mindat.org/min-4391.html
256,Zeunerite,Zeunerite,,Cu(UO2)2(AsO4)2·12H2O,G,Cu^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,2,Cu U As O H,5,6,182,182,4798,72,0,0,1,0,1,,106,3.162,335.16,0.47,1,1,,,,4,green,2,2.5,2.5,sheet,,,Y,N,Autunite,7.1797,7.1797,20.857,90,90,90,1075.139,tetragonal,4/m2/m2/m,P4/nnc,,P,,,,1700,17377,64,220,"Pennington Co., South Dakota, USA","43,-103",AM75_631,Alexandra-0372,http://rruff.info/mineral_list/locality.php?mineral_name=Zeunerite,https://www.mindat.org/min-4397.html
257,Zinczippeite,Zinczippeite,,Zn(UO2)2(SO4)O2·3.5H2O,Rn,Zn^2+^(U^6+^O_2_)_2_(S^6+^O_4_)O_2_·3.5H_2_O,2,Zn U S O H,5,6,6,6,4807,72,0,0,1,0,1,,70,4.444,311.05,0.725,0,1,,,,,yellow,,2,2,sheet,,,Y,N,Zippeite,8.6437,14.1664,17.701,90,104.041,90,2102.73,monoclinic,2/m,C2/m,,C,,,,348.5,245583,3,19,"Jánská Vein, Březové Hory Deposit, Březové Hory Ore Region (Birkenberg), Příbram, Central Bohemia Region, Bohemia (Böhmen; Boehmen), Czech Republic","49,13",JG54_1,JG54_1-00004,http://rruff.info/mineral_list/locality.php?mineral_name=Zinczippeite,https://www.mindat.org/min-4408.html
258,Zippeite,Zippeite,,K3(UO2)4(SO4)2O3(OH)·3H2O,Rd,K_3_(U^6+^O_2_)_4_(S^6+^O_4_)_2_O_3_(OH)·3H_2_O,2,K U S O H,5,6,167,167,4824,72,0,0,1,0,1,,34,3.382,114.974,0.665,0,1,81585,,,0.0005,yellow,7,2,2,sheet,,,Y,N,Zippeite,8.7524,13.9197,17.6972,90,104.178,90,2090.39,monoclinic,2/m,C2/m,,C,,,,2200,156132,50,165,"Bizigou Cu Deposit (Bizhigou Cu Deposit), Zhongtiaoshan Ore Field, Yuanqu Co., Yuncheng Prefecture, Shanxi Province, China","35.3,111.58333333333",USGSOFR2008_1155,PorphCu-00189,http://rruff.info/mineral_list/locality.php?mineral_name=Zippeite,https://www.mindat.org/min-4420.html
259,Znucalite,Znucalite,,CaZn11(UO2)(CO3)3(OH)20·4H2O,A,Ca^2+^Zn^2+^_11_(U^6+^O_2_)(C^4+^O_3_)_3_(OH)_20_·4H_2_O,,Ca Zn U C O H,6,6,7,7,4836,"72,89",0,0,1,0,1,,,,,,,0,,,,0.0001,light-yellow,7,,,,,,Requested,N,,10.72,25.16,6.33,90,90,90,1704.6,orthorhombic,,,,,,,,1180,3948,6,32,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA","41.08361,-74.60472",USGSOFR2009-1252,sedznpb-00491,http://rruff.info/mineral_list/locality.php?mineral_name=Znucalite,https://www.mindat.org/min-4428.html
