#,Name,Mineral Name (plain),rank,IMA Formula,IMA Validity,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,U redox,localities,localities (corrected any < 10),Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",H atoms,A. Min. cif,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,avg hard,topology,anion topology,structure,pdf of Journal,Xstal data from mindat,structure type,a,b,c,α,β,γ,volume,crystal system,point group,space group,multiplicity,lattice,delta-Gf,delta-Hf,delta-Sf,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID,Ruff locality link,Mindat locality link
72,Gauthierite,Gauthierite,,KPb[(UO2)7O5(OH)7]·8H2O,A,KPb^2+^[(U^6+^O_2_)_7_O_5_(OH)_7_]·8H_2_O,8,K Pb U O H,5,6,1,1,6532,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow-orange,2,3.0-4,3.5,sheet,,,Y,N,,29.844,14.5368,14.0406,90,103.708,90,5917.8,monoclinic,2/m,P21/c,,P,,,,675,4328,1,5,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Gauthierite,https://www.mindat.org/min-46101.html
73,Geschieberite,Geschieberite,,K2(UO2)(SO4)2∙2H2O,A,K_2_(U^6+^O_2_)(S^6+6O_4_)_2_·2H_2_O,4,K U S O H,5,6,1,1,6299,72,0,0,1,0,1,,68,4.087,277.947,0.671,0,1,,,,0.0002,green,2,2,2,sheet,,,Y,N,,13.7778,7.2709,11.5488,90,90,90,1156.92,orthorhombic,mm2,Pna21,,P,,,,0,19729,1,7,"Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.3725,12.911388888889",AM102_595,Anthropocene-022,http://rruff.info/mineral_list/locality.php?mineral_name=Geschieberite,https://www.mindat.org/min-46101.html
74,Greenlizardite,Greenlizardite,,(NH4)Na(UO2)2(SO4)2(OH)2·4H2O,A,(N^3+^H_4_)Na(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·4H_2_O,2,N Na U S O H,6,6,0,1,6644,72,0,0,1,0,1,,,,,,,0,,,,,,,,,sheet,,,"Y, in press",N,,6.83617,9.5127,13.8979,98.636,93.713,110.102,832.49,triclinic,-1,P-1,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Greenlizardite,https://www.mindat.org/min-51823.html
75,Grimselite,Grimselite,,K3Na(UO2)(CO3)3·H2O,A,K_3_Na(U^6+^O_2_)(C^4+^O_3_)_3_·H_2_O,2,K Na U C O H,6,6,4,3,2156,72,0,0,1,0,1,,42,3.07,128.928,0.569,0,1,,,,0.001,yellow,2,2-2.5,2.25,cluster,,,Y,N,,9.2507,9.2507,8.1788,90,90,120,606.14,hexagonal,-6m2,P-6 2c,,P,,,,270,19730,2,8,"Rovnost Mine (Werner Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.375277777778,12.8925",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Grimselite,https://www.mindat.org/min-1751.html
76,Guilleminite,Guilleminite,,Ba(UO2)3(Se4+O3)2O2·3H2O,A,Ba^2+^(U^6+6O_2_)_3_(Se^4+^O_3_)_2_O_2_·3H_2_O,2,Ba U Se O H,5,6,3,3,2174,72,0,0,1,0,1,,46,3.828,176.084,0.693,0,1,81586,,,0.0004,yellow,8,2,2,sheet,,,Y,N,,7.084,7.293,16.881,90,90,90,872.1,orthorhombic,mm2,P21nm,,P,,,,675,4322,2,8,"Musonoi Mine (Musonoi Extension Mine), Kolwezi, Kolwezi District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.726944444444,25.452777777778",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Guilleminite,https://www.mindat.org/min-1771.html
77,Haiweeite,Haiweeite,,Ca(UO2)2(Si5O12)(OH)2·6H2O,A,Ca^2+^(U^6+^O_2_)_2_(Si^4+^_5_O_12_)(OH)_2_·6H_2_O,4,Ca U Si O H,5,6,15,15,2190,"15,72",0,0,1,0,1,,280,5.129,1436.2,0.631,0,1,85085,,,,yellow,6,3.5,3.5,sheet,,,Y,N,,7.125,17.937,18.342,90,90,90,2344.3,orthorhombic,2/m2/m2/m,Cmcm,,C,,,,1814,243955,6,27,"Centennial Deposit, Athabasca Basin, Saskatchewan, Canada","57.583333333333,-107.6",GSLSP350_7,Kristen002522,http://rruff.info/mineral_list/locality.php?mineral_name=Haiweeite,https://www.mindat.org/min-1802.html
78,Hallimondite,Hallimondite,,Pb2(UO2)(AsO4)2·nH2O,A,Pb_2_(U^6+^O_2_)(As^5+^O_4_)_2_·nH_2_O,2,Pb U As O H,5,6,3,3,2193,72,0,0,1,0,1,,31,3.986,123.58,0.805,0,1,,,,0.0004,yellow,3,2.5-3,2.75,chain,,,Y,N,,7.1153,10.4780,6.8571,101.178,95.711,86.651,498.64,triclinic,-1,P-1,,P,,,,354,13488,2,12,"Bühlskopf U Deposit, Ellweiler, Birkenfeld, Hunsrück, Rhineland-Palatinate, Germany","49.617777777778,7.1466666666667",N/A,Hg-00059,http://rruff.info/mineral_list/locality.php?mineral_name=Hallimondite,https://www.mindat.org/min-1807.html
79,Haynesite,Haynesite,,(UO2)3(Se4+O3)2(OH)2·5H2O,A,(U^6+^O_2_)_3_(Se^4+^O_3_)_2_(OH)_2_·5H_2_O,2,U Se O H,4,6,1,1,2222,72,0,0,1,0,1,,,,,,,0,,,,0.003,amber,2,1.5-2,1.75,,,,"Y, Fn",N,,8.025,17.43,6.935,90,90,90,970.0,orthorhombic,,,,N/A,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Haynesite,https://www.mindat.org/min-1838.html
80,Heinrichite,Heinrichite,,Ba(UO2)2(AsO4)2·10H2O,G,Ba^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O,2,Ba U As O H,5,6,18,18,2231,72,0,0,1,0,1,,54,3.792,204.764,0.659,0,1,,,,0.001,green,2,2.5,2.5,sheet,,,Y,N,,7.1548,7.1340,21.290,90,104.171,90,1053.6,monoclinic,2/m,P2/c,,P,,,,354,15185,11,44,"Königsberg, Wolfstein, Palatinate, Rhineland-Palatinate, Germany","49° 33' 17'' North , 7° 37' 45'' East (est.)",N/A,Hg-00059,http://rruff.info/mineral_list/locality.php?mineral_name=Heinrichite,https://www.mindat.org/min-1848.html
81,Heisenbergite,Heisenbergite,,(UO2)(OH)2·H2O,A,(U^6+^O_2_)(OH)_2_·H_2_O,24,U O H,3,6,3,3,5924,72,0,0,1,0,1,,,,,,,0,,,,0.000015,yellow,2,2,2,,,,N,Y,,13.10,13.76,14.5,90,90,90,,orthorhombic,,,,N/A,,,,313,1777,2,11,"Krunkelbach Valley Uranium Deposit, Menzenschwand, Black Forest, Baden-Württemberg, Germany","47.838888888889,8.0488888888889",EJM21_817,Pfaff2009tbl06-01,http://rruff.info/mineral_list/locality.php?mineral_name=Heisenbergite,https://www.mindat.org/min-42635.html
82,Holfertite,Holfertite,,(UO2)1.75Ca0.25TiO4·3H2O,A,(U^6+^O_2_)_1.75_Ca^2+^_0.25_Ti^4+^O_4_·3H_2_O,3,U Ca Ti O H,5,6,3,3,5189,39,0,0,1,1,0,,55,4.398,241.897,0.761,0,1,,,,0.005,yellow,2,4,4,framework,,,Y,N,,10.824,10.824,7.549,90,90,120,766.0,hexagonal,3,P3,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Holfertite,https://www.mindat.org/min-11514.html
83,Horákite,Horakite,,(Bi7O7OH)[(UO2)4(PO4)2(AsO4)2(OH)2]·3.5H2O,A,(Bi^3+^_7_O_7_OH)[(U^6+^O_2_)_4_(P^5+^O_4_)_2_(As^5+^O_4_)_2_(OH)_2_]·3.5H_2_O,,Bi U P As O H,6,6,0,1,6670,72,0,0,1,0,1,,,,,,,0,,,,,,,,,,,,In Press,N,,21.374,15.451,12.168,90,122.26,90,,monoclinic,2/m,C2/c,,C,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Horakite,https://www.mindat.org/min-51973.html
84,Hügelite,Hugelite,,Pb2(UO2)3(AsO4)2O2·5H2O,G,Pb^2+^_2_(U^6+^O_2_)_3_(As^5+^O_4_)_2_O_2_·5H_2_O,8,Pb U As O H,5,6,7,8,2319,72,0,0,1,0,1,,224,6.022,1348.85,0.771,0,1,,,,0.003,orange-yellow,3,2.5,2.5,sheet,,,Y,N,,31.066,17.303,7.043,90,96.492,90,3761.583,monoclinic,2/m,P21/m,,P,,,,354,13488,2,15,"Bühlskopf U Deposit, Ellweiler, Birkenfeld, Hunsrück, Rhineland-Palatinate, Germany","49.617777777778,7.1466666666667",N/A,Hg-00059,http://rruff.info/mineral_list/locality.php?mineral_name=Hugelite,https://www.mindat.org/min-1942.html
85,Ianthinite,Ianthinite,,U4+2(UO2)4O6(OH)4·9H2O,G,U^4+^_2_(U^6+^O_2_)_4_O_6_(OH)_4_·9H_2_O,4,U O H,3,"4,6",29,29,2367,"72,78",0,0,1,0,1,,140,5.129,718.1,0.719,0,1,84442,,,0.002,violet,1,2.0-3,2.5,sheet,,,Y,N,,7.178,11.473,30.39,90,90,90,2502.713,othorhombic,mm2,P21cn,,P,,,,675,14740,10,42,"Swambo Hill (Swambo Mine), Swambo, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.095277777778,26.223333333333",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Ianthinite,https://www.mindat.org/min-2000.html
86,Iriginite,Iriginite,,(UO2)Mo6+2O7·3H2O,G,(U^6+^O_2_)Mo^6+^_2_O_7_·3H_2_O,4,U O Mo H,4,6,15,15,2486,"72,89",0,0,1,0,1,,60,3.24,194.413,0.549,0,1,20113,,,,yellow,2,1.0-2,1.50,sheet,,,Y,N,,6.705,12.731,11.3524,90,90,90,983.704,othorhombic,2/m2/m2/m,Pbcm,,P,,,,1880.7,14723,7,37,"Aleksandrovskii Golets Mo-U Occurrence, Torgo River Basin, Chara And Tokko Rivers Confluence, Aldan Shield, Sakha Republic (Saha Republic; Yakutia), Eastern-Siberian Region, Russia",N/A,GSLSP350_7,Kristen002515,http://rruff.info/mineral_list/locality.php?mineral_name=Iriginite,https://www.mindat.org/min-2046.html
87,Jáchymovite,Jachymovite,,(UO2)8(SO4)(OH)14·13H2O,A,(U^6+^O_2_)_8_(S^6+^O_4_)(OH)_14_·13H_2_O,2,U O S H,4,6,3,3,2500,72,0,0,1,0,1,,,,,,,0,,,,0.01,yellow,2,,,,,,Y,Y,,18.553,9.276,13.532,90,125.56,90,1894.52,monoclinic,2/m,P21/m,,P,,,,0,190410,3,13,"Horní Slavkov Uranium Ore District, Horní Slavkov (Schlaggenwald), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.135555555556,12.795",AM102_595,Anthropocene-025,http://rruff.info/mineral_list/locality.php?mineral_name=Jachymovite,https://www.mindat.org/min-7117.html
88,Ježekite,Jezekite,,Na8[(UO2)(CO3)3](SO4)2∙3H2O,A,Na_8_[(U^6+^O_2_)(C^4+^O_3_)_3_](S^6+^O_4_)_2_·3H_2_O,1,Na U O C S H,6,6,1,1,6377,72,0,0,1,0,1,,,,,,,0,,,,0.02,yellow,2,2,2,sheet,,,Y,N,,9.0664,9.0664,6.911,90,90,120,491.97,hexagonal,-6m2,P-62m,,P,,,,0,188817,1,8,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.3725,12.911666666667",AM102_595,Anthropocene-026,http://rruff.info/mineral_list/locality.php?mineral_name=Jezekite,https://www.mindat.org/min-46526.html
89,Johannite,Johannite,,Cu(UO2)2(SO4)2(OH)2·8H2O,G,Cu(U^6+^O_2_)_2_(S^6+^O_4_)_2_(OH)_2_·8H_2_O,1,Cu U O S H,5,6,66,66,2541,72,0,0,1,0,1,,27,3.792,102.382,0.797,0,1,17071,,,,green,2,2-2.5,2.25,sheet,,,Y,Y,,8.903,9.499,6.812,109.87,112.01,100.4,469.9,triclinic,-1,P -1,,p,,,,1757,4622,22,91,"Ranger Mine (Ranger Uranium Mine), Kakadu, West Arnhem Region, Northern Territory, Australia","-12.683333333333,132.91638888889",EG82_857,EG82_857-1,http://rruff.info/mineral_list/locality.php?mineral_name=Johannite,https://www.mindat.org/min-2102.html
90,Joliotite,Joliotite,,(UO2)(CO3)·2H2O,A,(U^6+^O_2_)(C^4+^O_3_)·2H_2_O,2,U O C H,4,6,3,3,5119,72,0,0,1,0,1,,,,,,,0,,,,0.0001,yellow,2,1.0-2,1.5,,,,Y (ger.),N,,8.99,9.36,4.95,90,90,90,,orthorhombic,"2/m2/m2/m,mm2,222","Pnmm,Pnm21,P22121",,P,,,,313,1777,2,8,"Krunkelbach Valley Uranium Deposit, Menzenschwand, Black Forest, Baden-Württemberg, Germany","47.838888888889,8.0488888888889",EJM21_817,Pfaff2009tbl06-33,http://rruff.info/mineral_list/locality.php?mineral_name=Joliotite,https://www.mindat.org/min-2110.html
91,Kahlerite,Kahlerite,,Fe2+(UO2)2(AsO4)2·12H2O,G,Fe^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,8,Fe U O As H,5,6,11,11,2569,72,0,0,1,0,1,,,,,,,0,,,,0.002,lemon-yellow,2,2-2.5,2.25,,,,Y (ger.),N,,14.3,14.3,21.97,90,90,90,4492.65,tetragonal,4/m,P42/n,,P,,,,270,777,4,16,"Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.372222222222,12.894166666667",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Kahlerite,https://www.mindat.org/min-2131.html
92,Kamitugaite,Kamitugaite,,PbAl(UO2)5(PO4)2(OH)9·9.5H2O,Rn,Pb^2+^Al^3+^(U^6+^O_2_)_5_(P^5+^O_4_)_2_(OH)_9_·9.5H_2_O,2,Pb Al U O P H,6,6,2,2,2587,72,0,0,1,0,1,,,,,,,0,,,,0.0005,yellow,2,3,3,,,,Y,N,,10.98,15.96,9.068,95.1,96.1,89,1574,triclinic,-1,P-1,,P,,,,975.3,4313,1,4,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.0833333333333,27.133333333333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Kamitugaite,https://www.mindat.org/min-2148.html
93,Kamotoite-(Y),Kamotoite-(Y),,2O4(UO2)4(CO3)3·14H2O,Rn,Y^3+^_2_O_4_(U^6+^O_2_)_4_(C^4+^O_3_)_3_·14H_2_O,4,Y O U C H,5,6,6,6,2588,72,0,0,1,0,1,,,,,,,0,,,,0.004,yellow,2,,,sheet,,,Y,N,,12.3525,12.9432,19.4409,90,99.857,90,3069.8,monoclinic,2/m,P21/n,,P,,,,675,4311,3,19,"Kamoto East Open Cut, Kamoto, Kolwezi District, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-10.720833333333,25.415277777778",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Kamotoite-(Y),https://www.mindat.org/min-2150.html
94,Kasolite,Kasolite,,Pb(UO2)(SiO4)·H2O,A,Pb^2+^(U^6+^O_2_)(Si^4+^O_4_)·H_2_O,4,Pb U O Si H,5,6,187,187,2605,72,0,0,1,0,1,,40,3.322,132.877,0.624,0,1,1149,,,,yellow,,4.0-5,4.5,sheet,,,Y,N,,6.705,6.9257,13.2857,90,105.064,90,595.74,monoclinic,2/m,P21/c,,P,,,,3411,225391,53,196,"Paulding Uranium Prospect, Watersmeet, Gogebic Co., Michigan, USA","46.35579,-89.17905",GSA182_125,Kaitlynn000242,http://rruff.info/mineral_list/locality.php?mineral_name=Kasolite,https://www.mindat.org/min-2165.html
95,Klaprothite,Klaprothite,,Na6(UO2)(SO4)4(H2O)4,A,Na_6_(U^6+^O_2_)(S^6+^O_4_)_4_(H_2_O)_4_,4,Na U O S H,5,6,1,1,6487,"72,76",0,0,1,0,1,,,,,,,0,,,,0.001,yellow-green,,2.5,2.5,cluster,,,Y,N,,9.8271,9.7452,20.8725,90,98.743,90,1975.66,monoclinic,2/m,P21/c,,P,,,,0,38665,1,6,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.55724,-110.29684",AM102_595,Anthropocene-028,http://rruff.info/mineral_list/locality.php?mineral_name=Klaprothite,https://www.mindat.org/min-46969.html
96,Kroupaite,Kroupaite,,KPb0.5[(UO2)8O4(OH)10]·10H2O,A,KPb^2+^_0.5_[(U^6+^O_2_)_8_O_4_(OH)_10_]·10H_2_O,,K Pb U O H,5,6,0,1,6669,72,0,0,1,0,1,,,,,,,0,,,,,,,,,,,,In press,N,,14.8201,14.0958,16.765,90,90,90,"3,502.23",orthorhombic,2/m2/m2/m,Pbca,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Kroupaite,https://www.mindat.org/min-51971.html
97,Lakebogaite,Lakebogaite,,NaCaFe2H(UO2)2(PO4)4(OH)2·8H2O,A,NaCa^2+^Fe^3+^_2_H(U^6+^O_2_)_2_(P^5+^O_4_)_4_(OH)_2_·8H_2_O,4,Na Ca Fe H U O P H,8,6,1,1,5588,"72,58",0,0,1,0,1,,78,5.285,412.261,0.841,0,1,,,,0.0004,yellow,2,3,3,chain,,,Y,N,,19.6441,7.0958,18.7029,90,115.692,90,2349.273,monoclinic,m,Cc,,C,,,,398,202,1,5,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia","-35.55167,143.58139",AEJS55_281,Kristen000016,http://rruff.info/mineral_list/locality.php?mineral_name=Lakebogaite,https://www.mindat.org/min-31590.html
98,Larisaite,Larisaite,,Na(H3O)(UO2)3(Se4+O3)2O2·4H2O,A,Na(H_3_O)(U^6+^O_2_)_3_(Se^4+^O_3_)_2_O_2_·4H_2_O,2,Na H O U Se H,6,6,1,1,5210,72,0,0,1,0,1,,61,5.177,315.775,0.873,0,1,,,,0.002,yellow,2,1,1,sheet,,,Y,N,,6.9806,7.646,17.249,90,90.039,90,920.64,monoclinic,m,Pm,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Larisaite,https://www.mindat.org/min-26392.html
99,Leesite,Leesite,,K(H2O)2[(UO2)4O2(OH)5]·3H2O,A,K(H_2_O)_2_[(U^6+^O_2_)_4_O_2_(OH)_5_]·3H_2_O,,K H O U,4,6,1,1,6593,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow,2,2,2,sheet,,,Y,N,,14.866,14.126,16.772,90,90,90,3522,orthorhombic,2/m2/m2/m,Pbca,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Leesite,https://www.mindat.org/min-50774.html
100,Lehnerite,Lehnerite,,Mn2+(UO2)2(PO4)2·8H2O,A,Mn^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·8H_2_O,2,Mn U O P H,5,6,1,1,2811,72,0,0,1,0,1,,,,,,,0,,,,0.001,bronze-yellow,2,2.0-3,2.5,,,,Y,N,,7.04,17.16,6.95,90,90.18,90,,monoclinic,2/m,P21/n,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Lehnerite,https://www.mindat.org/min-2367.html
101,Leószilárdite,Leoszilardite,,Na6Mg(UO2)2(CO3)6·6H2O,A,Na_6_Mg^2+^(U^6+^O_2_)_2_(C^4+^O_3_)_6_·6H_2_O,2,Na Mg U O C H,6,6,1,1,6529,"72,76",0,0,1,0,1,,,,179.33,,,0,,,,0.0002,yellow,2,2,2,cluster,,,Y,N,,11.6093,6.7843,15.1058,90,91.378,90,1189.4,monoclinic,2/m,C2/m,,C,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Leoszilardite,https://www.mindat.org/min-47785.html
102,Lepersonnite-(Gd),Lepersonnite-(Gd),,CaGd2(UO2)24(CO3)8Si4O28·60H2O,A,Ca^2+^Gd^3+^_2_(U^6+^O_2_)_24_(C^4+^O_3_)_8_Si^4+^_4_O_28_·60H_2_O,2,Ca Gd U O C Si H,7,6,1,1,2826,72,0,0,1,0,1,,,,,,,0,,,,0.005,yellow,2,,,,,,Y,N,,16.23,38.74,11.73,90,90,90,,orthorhombic,"2/m2/m2/m,mm2","Pnnm,Pnn2",,P,,,,675,4328,1,5,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002312,http://rruff.info/mineral_list/locality.php?mineral_name=Lepersonnite-(Gd),https://www.mindat.org/min-2378.html
103,Lermontovite,Lermontovite,,U4+(PO4)(OH)·H2O,G,U^4+^(P^5+^O_4_)(OH)·H_2_O,12,U P O H,4,4,3,2,5125,5,0,0,0,1,0,,,,,,,0,,,,0.001,gray-green,9,,,,,,N,N,,9.74,19,10.1,90,90,90,,orthorhombic,2/m2/m2/m,Ccca,,C,,,,327,14984,1,5,"Wölsendorf East District, Wölsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany","49,12",CMP106_440,Co-00062,http://rruff.info/mineral_list/locality.php?mineral_name=Lermontovite,https://www.mindat.org/min-2381.html
104,Leydetite,Leydetite,,Fe(UO2)(SO4)2∙11H2O,A,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,4,Fe U O S H,5,6,2,2,6120,72,0,0,1,0,1,,,,,,,0,,,,0.002,yellow,2,2,2,sheet,,,Y,N,Leydetite,11.3203,7.7293,21.8145,90,102.402,90,1864.18,monoclinic,2/m,C2/c,,C,,,,179,1714,1,5,"Mas d'Alary (Mas d'Alary MCO), Lodève, Hérault, Occitanie, France","43.70917,3.33667",MD19_44,Mo-00012,http://rruff.info/mineral_list/locality.php?mineral_name=Leydetite,https://www.mindat.org/min-43586.html
105,Liandratite,Liandratite,,U6+Nb2O8,A,U^6+^Nb^3+^_2_O_8_,1,U Nb O,3,6,8,8,2840,16,0,0,1,1,0,,,,,,,1,27779,,,0.002,yellow,2,3.5,3.5,,,,Y,N,,6.36,6.36,4.1,90,90,120,,hexagonal,-32/m,P-31m,,P,,,,1490,8614,1,6,"Wimmer No. 3 Pit (Wimmer Pit; Beilke's Quarry), Nine Mile Pluton, Wausau Intrusive Complex, Marathon Co., Wisconsin, USA","44.89833,-89.69556",CM52_183,Bradley_2012_031,http://rruff.info/mineral_list/locality.php?mineral_name=Liandratite,https://www.mindat.org/min-2391.html
106,Liebigite,Liebigite,,Ca2(UO2)(CO3)3·11H2O,G,Ca^2+^_2_(U^6+^O_2_)(C^4+^O_3_)_3_·11H_2_O,8,Ca U O C H,5,6,76,76,2846,72,0,0,1,0,1,,112,4.843,542.424,0.711,0,1,31270,,,,apple-green,2,2-2.5,2.25,sheet,,,Y,N,,16.699,17.557,13.697,90,90,90,4015.746,orthorhombic,mm2,Bba2,,B,,,,1900,12005,23,85,"Stripa Ore Field, Lindesberg, Västmanland, Sweden","59.70687,15.09457",MD29_150,MD29_150_Berglagen,http://rruff.info/mineral_list/locality.php?mineral_name=Liebigite,https://www.mindat.org/min-2398.html
107,Línekite,Linekite,,K2Ca3[(UO2)(CO3)3]2∙7H2O,A,K_2_Ca^2+^_3_[(U^6+^O_2_)(C^4+^O_3_)_3_]_2_·7H_2_O,8,K Ca U O C H,6,6,1,1,6121,72,0,0,1,1,0,,352,5.675,1997.72,0.671,0,1,,,,0.0005,olive,2,2.0-3,2.5,sheet,,,Y,N,,17.0069,18.0273,18.3374,90,90,90,5622.1,orthorhombic,2/m2/m2/m,Pnnm,,P,,,,0,188817,1,8,"Geschieber vein, Svornost Mine (Einigkeit Mine), Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.37250,12.91167",AM102_595,Anthropocene-030,http://rruff.info/mineral_list/locality.php?mineral_name=Linekite,https://www.mindat.org/min-43587.html
108,Magnesioleydetite,Magnesioleydetite,,Mg(UO2)(SO4)2·11H2O,A,Mg^2+^(U^6+^O_2_)(S^6+^O_4_)_2_·11H_2_O,,Mg U S O H,5,6,0,1,6689,72,0,0,1,0,1,,,,,,,,,,,,,,,,,,,In press,,,11.3513,7.731,21.7957,90,102.387,90,1868.2,monoclinic,2/m,C2/c,,C,,,,,,,,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Magnesioleydetite,https://www.mindat.org/min-52172.html
109,Magnesiozippeite,Magnesiozippeite,,Mg(UO2)2(SO4)O2·3.5H2O,Rd,Mg^2+^(U^6+^O_2_)_2_(S^6+^O_4_)O_2_·3.5H_2_O,4,Mg U O S H,5,6,13,13,2963,"72,76",0,0,1,0,1,,70,4.444,311.05,0.725,0,1,,,,0.0002,orange,2,2,2,sheet,,,Y,N,Zippeite,8.7005,14.2541,8.8433,90,104.408,90,1062.24,monoclinic,2/m,C2/m,,C,,,,0,4143,13,62,"Lucky Strike No. 2 Mine (Lucky Strike #2), San Rafael District (San Rafael Swell), Emery Co., Utah, USA","38.75555,-110.94778",AM102_595,Anthropocene-031,http://rruff.info/mineral_list/locality.php?mineral_name=Magnesiozippeite,https://www.mindat.org/min-2474.html
110,Magnioursilite,Magnioursilite,,Mg4(UO2)4(Si2O5)5(OH)6·20H2O,G,Mg^2+^_4_(U^6+^O_2_)_4_(Si^4+^_2_O_5_)_5_(OH)_6_·20H_2_O,,Mg U O Si H,5,6,1,1,5409,72,0,0,1,0,1,,,,,,,0,,,,,yellow,2,2.0-3,2.5,,,,Y,,Ursilite,14.28,17.93,18.30,,,,,,,,,,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Magnioursilite,https://www.mindat.org/min-11332.html
111,Marécottite,Marecottite,,Mg3O6(UO2)8(SO4)4(OH)2·28H2O,A,Mg^2+^_3_O_6_(U^6+^O_2_)_8_(S^6+^O_4_)_4_(OH)_2_·28H_2_O,1,Mg O U S H,5,6,10,10,3024,72,0,0,1,0,1,,83,5.411,449.128,0.849,0,1,,,,0.0003,yellow-orange,2,3,3,sheet,,,Y,N,,10.8084,11.2519,13.8465,66.222,72.424,70.014,1421.57,triclinic,-1,P-1,,P,,,,0,23617,10,40,"La Creusa U prospect (La Creusaz U prospect), Les Marécottes, Le Trient Valley, Wallis (Valais), Switzerland","46.119722222222,7.0013888888889",AM102_595,Anthropocene-033,http://rruff.info/mineral_list/locality.php?mineral_name=Marecottite,https://www.mindat.org/min-27152.html
